1,44,134
1,51,137
1,58,136
2,47,100
2,54,101
2,61,100
3,59,135
3,66,134
3,73,131
4,62,99
4,69,96
4,76,94
5,74,130
5,81,128
5,88,125
6,77,93
6,84,92
6,91,92
7,82,91
7,86,85
7,93,81
8,89,125
8,96,120
8,103,115
9,92,92
9,99,92
9,106,91
10,92,124
10,91,131
10,90,138
11,94,80
11,101,75
11,108,70
12,104,114
12,106,112
12,107,111
13,107,91
13,114,91
13,121,91
14,109,69
14,114,64
14,118,60
15,117,153
15,118,146
15,120,139
16,119,147
16,126,145
16,133,141
17,120,138
17,123,131
17,125,124
18,122,91
18,129,90
18,136,90
19,124,113
19,131,117
19,138,121
20,134,141
20,138,136
20,140,129
21,136,142
21,136,147
21,137,151
22,137,90
22,144,90
22,151,90
23,139,122
23,140,125
23,140,128
24,141,126
24,144,127
24,146,128
25,152,90
25,159,90
25,166,89
26,167,89
26,174,92
26,181,97
27,168,131
27,173,138
27,177,145
28,178,146
28,182,153
28,183,160
29,182,98
29,184,99
29,185,99
30,183,161
30,178,167
30,171,170
