1,46,99
1,49,106
1,54,112
2,64,118
2,57,117
2,55,112
3,66,163
3,63,156
3,58,154
4,75,121
4,73,128
4,72,135
5,82,106
5,89,107
5,96,106
6,83,87
6,76,83
6,69,84
7,84,134
7,89,127
7,96,126
8,88,127
8,90,120
8,93,113
9,93,108
9,93,110
9,93,112
10,97,105
10,103,101
10,109,97
11,97,125
11,104,120
11,111,116
12,108,158
12,110,151
12,110,144
13,110,143
13,112,136
13,115,129
14,112,115
14,119,112
14,126,106
15,112,146
15,119,141
15,125,134
16,114,112
16,113,105
16,117,98
17,115,128
17,118,121
17,120,114
18,120,119
18,126,123
18,132,128
19,125,133
19,127,130
19,128,127
20,126,88
20,130,87
20,134,84
21,126,105
21,132,100
21,139,96
22,129,99
22,131,93
22,131,88
23,129,124
23,134,117
23,137,110
24,133,129
24,140,136
24,147,143
25,140,96
25,147,90
25,154,84
26,143,102
26,144,109
26,151,112
27,148,144
27,154,151
27,157,158
28,152,112
28,159,112
28,166,112
29,155,83
29,162,76
29,169,69
30,155,132
30,161,139
30,167,145
31,157,159
31,158,166
31,158,173
32,158,174
32,158,181
32,159,188
33,159,189
33,161,196
33,163,203
34,165,89
34,172,90
34,178,87
35,165,133
35,166,126
35,168,119
36,168,118
36,169,111
36,172,104
37,168,145
37,173,147
37,177,149
38,170,68
38,175,61
38,180,54
39,172,103
39,174,97
39,174,91
